restaurant_id,restaurant_name,cuisine,price_range,delivery_time_min,distance_miles,rating,total_reviews,location,url
1,Sector 17,"Indian, Wraps",$$,24,0.9,4,640,Brampton,https://www.doordash.com/store/884779/?pickup=false
2,Golden Palace Restaurant,"Chinese, Chicken",$$,27,2,4,301,Brampton,https://www.doordash.com/store/332454/?pickup=false
3,McDonald's,"Bakery, Chicken",$$,19,1,4.2,890,Brampton,https://www.doordash.com/store/1140537/?pickup=false
4,San Francisco Place,"Italian, Sandwiches",$,16,0.4,4.4,109,Brampton,https://www.doordash.com/store/205349/?pickup=false
5,THE BURGER BROS,"Fast Food, Sandwiches",$$,23,0.0946969697,4.5,481,Brampton,https://www.doordash.com/store/940617/?pickup=false
6,Lazeez Shawarma,"Shawarma, Vegetarian",$$,20,0.9,3.7,730,Brampton,https://www.doordash.com/store/567102/?pickup=false
7,Fresh Tandoori,"Indian, Vegetarian",$$,27,0.9,3.8,1,Brampton,https://www.doordash.com/store/303233/?pickup=false
8,Henry's Fish & Chips,"Fish & Chips, Seafood",$$,19,0.7,4.5,293,Brampton,https://www.doordash.com/store/443240/?pickup=false
9,Pho Viet Nam Restaurant,"Vietnamese, Pho",$$,18,0.03787878788,4.2,50,Brampton,https://www.doordash.com/store/205291/?pickup=false
10,Church's Chicken Canada,"Wraps, Tenders",$,25,1.9,4,1,Brampton,https://www.doordash.com/store/872402/?pickup=false
11,Punjabi Chaap Corner Canada,"Indian Cuisine, Tandoori",$$,18,0.7,4.1,411,Brampton,https://www.doordash.com/store/1767716/?pickup=false
12,Burger King,"American, Burgers",$,23,1.5,4,2,Brampton,https://www.doordash.com/store/60362/?pickup=false
13,Shawarma King,"Middle Eastern, Wraps",$$,21,0.8,4,600,Brampton,https://www.doordash.com/store/484779/?pickup=false
14,Joe's Pizzeria and Spaghetti House,"Italian, Pizza",$$,22,0.5,4.3,122,Brampton,https://www.doordash.com/store/443276/?pickup=false
15,Kejjis,"African, Pastries",$$,19,0.4,4.4,107,Brampton,https://www.doordash.com/store/525423/?pickup=false
16,Karachi Kitchen,"Indian, Curry",$,22,1.7,4,980,Brampton,https://www.doordash.com/store/205355/?pickup=false
17,Munchers,"Burgers, Sandwiches",$$,24,1,4.3,353,Brampton,https://www.doordash.com/store/1085408/?pickup=false
18,Hakka Village Chinese Restaurant,"Chinese, Noodles",$,27,1.4,4.2,1,Brampton,https://www.doordash.com/store/60279/?pickup=false
19,7-Eleven,"7-Eleven, 7/11",$$,18,0.2,4.1,540,Brampton,https://www.doordash.com/convenience/store/992614/?pickup=false
20,Spicy Island Jerk,"Caribbean, Breakfast",$$,20,0.2,3.6,19,Brampton,https://www.doordash.com/store/567012/?pickup=false
21,Shawarma Corner,"Middle Eastern, Shawarma",$,18,1,4.5,132,Brampton,https://www.doordash.com/store/205191/?pickup=false
22,Dairy Queen,"Ice Cream, Desserts",$$,18,0.4,4.6,353,Brampton,https://www.doordash.com/store/1615538/?pickup=false
23,Shawarma Point,"Shawarma, Biryani",$$,20,0.7,3.9,31,Brampton,https://www.doordash.com/store/1130961/?pickup=false
24,Shake Therapy,"Comfort Food, Milk Shakes",$$,19,0.05681818182,4.6,28,Brampton,https://www.doordash.com/store/2535823/?pickup=false
25,RDs Southern BBQ,"Sandwiches, Chicken",$$,22,0.5,4.6,197,Brampton,https://www.doordash.com/store/443364/?pickup=false
26,Angeethi Asli Dhaba,"Indian, Barbecue",$$,23,0.5,4.2,183,Brampton,https://www.doordash.com/store/443223/?pickup=false
27,Church's Texas Chicken,"Chicken, Chicken Tenders",$$,21,1.2,4.5,299,Brampton,https://www.doordash.com/store/1464604/?pickup=false
28,Burrito Boyz,"Gluten-Free, Nachos",$$,20,0.8,4.4,404,Brampton,https://www.doordash.com/store/205278/?pickup=false
29,Sunrise Caribbean Restaurant,"Breakfast, Caribbean",$,23,1.7,4.3,321,Brampton,https://www.doordash.com/store/205246/?pickup=false
30,Bombay Blue,"Indian, Curry",$$,24,0.5,4.7,65,Brampton,https://www.doordash.com/store/2423883/?pickup=false
31,Pizza Depot,"Family Meals, Plant Based",$,25,2.4,4.1,167,Brampton,https://www.doordash.com/store/783263/?pickup=false
32,Yum Shawarma,"Burgers, Wraps",$$,26,2.3,4.3,620,Brampton,https://www.doordash.com/store/247731/?pickup=false
33,Tadka King,"Tandoori, Burgers",$$,20,0.05681818182,4,47,Brampton,https://www.doordash.com/store/2491717/?pickup=false
34,Fresh Burrito,"Mexican, Burritos",$$,19,0.8,4.1,415,Brampton,https://www.doordash.com/store/205362/?pickup=false
35,D Spot Dessert Cafe,"Ice Cream, Milk Shakes",$$,25,2.3,4.7,52,Brampton,https://www.doordash.com/store/2571356/?pickup=false
36,Nova Grill & Bakery,"Bakery, Sandwiches",$$,22,0.2,4.6,38,Brampton,https://www.doordash.com/store/1555360/?pickup=false
37,Kelseys Original Roadhouse,"Fried Chicken, Chicken",$$,27,1.9,4.3,750,Brampton,https://www.doordash.com/store/205359/?pickup=false
38,Harvey's,"Chicken, Sandwiches",$$,19,0.7,4.2,760,Brampton,https://www.doordash.com/store/205292/?pickup=false
39,Balista,"Sandwiches, Wraps",$$,21,1.1,4.3,29,Brampton,https://www.doordash.com/store/2391176/?pickup=false
40,Silver Spoon,"Indian, Fast Food",$,28,1.2,3.8,750,Brampton,https://www.doordash.com/store/205215/?pickup=false
41,Paradise Chicken,"Chicken, Burgers",$$,27,0.9,4.4,126,Brampton,https://www.doordash.com/store/969535/?pickup=false
42,Heritage Fish & Chips,"Fish & Chips, Chicken Wings",$$,29,1.6,4.5,299,Brampton,https://www.doordash.com/store/60224/?pickup=false
43,Osmow's,"Mediterranean, Shawarma",$$,20,0.8,4.2,1,Brampton,https://www.doordash.com/store/537072/?pickup=false
44,Maguires Irish Pub,"Pubs, Irish",$$,27,1.2,4.3,39,Brampton,https://www.doordash.com/store/894225/?pickup=false
45,Ice Flame,"Milk Shakes, Ice Cream",$$,21,0.9,4.6,136,Brampton,https://www.doordash.com/store/1364946/?pickup=false
46,Subway,"Wraps, Sandwiches",$,16,0.8,4.2,119,Brampton,https://www.doordash.com/store/455065/?pickup=false
47,Indian Curry Express,"Indian, Vegetarian",$$,27,0.03787878788,4.2,99,Brampton,https://www.doordash.com/store/787603/?pickup=false
48,Quik Chik,"Chicken, Sandwiches",$$,25,1.7,4.3,130,Brampton,https://www.doordash.com/store/863993/?pickup=false
49,Btown Pizza,"Italian, Pizza",$$,25,0.8,4.2,88,Brampton,https://www.doordash.com/store/22919059/?pickup=false
50,New York Fried Chicken And Burger,"Sandwiches, Wraps",$$,27,0.9,4.1,86,Brampton,https://www.doordash.com/store/541682/?pickup=false
51,PizzaEdge,"Pizza, Chicken Wings",$$,23,1.8,4,132,Brampton,https://www.doordash.com/store/348807/?pickup=false
52,Hero Certified Burgers,"Burgers, Family Meals",$,28,2,4,1,Brampton,https://www.doordash.com/store/205306/?pickup=false
53,BarBurrito,"Mexican, Burritos",$$,25,1.9,4.3,530,Brampton,https://www.doordash.com/store/566973/?pickup=false
54,Freshly Thai,"Thai, Soup",$$,25,0.05681818182,4.7,30,Brampton,https://www.doordash.com/store/2855908/?pickup=false
55,KFC,"Chicken, Sandwiches",$,19,0.8,4.3,242,Brampton,https://www.doordash.com/store/973575/?pickup=false
56,Popeyes Louisiana Kitchen,"Fast Food, Chicken",$$,21,0.7,3.8,880,Brampton,https://www.doordash.com/store/399190/?pickup=false
57,Trish Juice,"Juice Bar, Smoothies",$$,28,0.00946969697,4,131,Brampton,https://www.doordash.com/store/205969/?pickup=false
58,Pizza Pizza,"Italian, Pizza",$$,19,0.7,4.2,143,Brampton,https://www.doordash.com/store/642880/?pickup=false
59,Royal Indian Sweets and Restaurant,"Indian, Vegetarian",$$,24,1.2,4.1,69,Brampton,https://www.doordash.com/store/1034606/?pickup=false
60,SeaSide Eats (Resolution Dr),"Poutineries, Tacos",$$,27,2,4.4,53,Brampton,https://www.doordash.com/store/995784/?pickup=false
61,Chai Naka,"Fast Food, Snacks",$$,26,1.1,4.5,21,Brampton,https://www.doordash.com/store/1565102/?pickup=false
62,Vesuvio Ristorante,"Italian, Pizza",$$$$,29,0.0946969697,4.3,52,Brampton,https://www.doordash.com/store/205973/?pickup=false
63,China Palace (CP),"Chinese, Vegetarian",$$,26,2.1,4,364,Brampton,https://www.doordash.com/store/205301/?pickup=false
64,Grillz Spot,"Smoothies, Rice",$$,25,1.1,4,0,Brampton,https://www.doordash.com/store/23121460/?pickup=false
65,Epic Burger,"Fast Food, Fries",$$,25,0.7,4.2,0,Brampton,https://www.doordash.com/store/2352831/?pickup=false
66,Dosa Dosa Inc,"Indian, Street Food",$,24,1.2,4.1,0,Brampton,https://www.doordash.com/store/2493044/?pickup=false
67,Family Pizza,"Fries, Italian",$$,24,2.5,3.8,25,Brampton,https://www.doordash.com/store/205347/?pickup=false
68,The Wing Spot,"Fries, Wraps",$$,28,1.6,4.7,32,Brampton,https://www.doordash.com/store/1910756/?pickup=false
69,Royal Kabob,"Afghan, Kebabs",$,26,1.2,4.4,65,Brampton,https://www.doordash.com/store/1866656/?pickup=false
70,Hakka Spoon Inc,"Chinese, Seafood",$$,26,0.8,4.2,67,Brampton,https://www.doordash.com/store/2828198/?pickup=false
71,Gentlemen Chai and Snacks,"Street Food, Milk Tea",$$,25,0.9,4.2,97,Brampton,https://www.doordash.com/store/1423746/?pickup=false
72,Wild Wing,"Fast Food, Chicken Wings",$$,24,0.9,3.8,149,Brampton,https://www.doordash.com/store/205219/?pickup=false
73,Heritage India,"Salads, Curry",$$,26,1.2,4.2,0,Brampton,https://www.doordash.com/store/23026115/?pickup=false
74,Street Bitez,"Coffee, Dessert",$$,28,1.6,4.2,88,Brampton,https://www.doordash.com/store/2466126/?pickup=false
75,Pita Pit,"Frozen Yogurt, Build Your Own",$,23,0.03787878788,4.4,208,Brampton,https://www.doordash.com/store/731293/?pickup=false
76,Blackstone Steakhouse and Grill,"Italian, Chicken",$$,28,0.1325757576,4.4,26,Brampton,https://www.doordash.com/store/1390658/?pickup=false
77,Kin-Kin Bakery & Bubble Tea,"Bakery, Bubble Tea",$$,29,1.7,4.6,18,Brampton,https://www.doordash.com/store/1697153/?pickup=false
78,9 Queen Chinese Cuisine 皇后玖號,"Chinese, Chicken",$$,29,0.03787878788,4.2,54,Brampton,https://www.doordash.com/store/543203/?pickup=false
79,Booster Juice,"Juice Bars & Smoothies, Healthy",$$,21,1.9,4.6,260,Brampton,https://www.doordash.com/store/823716/?pickup=false
80,Circle K,"Grocery, chips",$$,21,0.4,4.4,29,Brampton,https://www.doordash.com/convenience/store/1288755/?pickup=false
81,Fusion Pub & Pool,"Alcohol, Beer",$$,28,1.7,4.3,13,Brampton,https://www.doordash.com/store/1447709/?pickup=false
82,Tribal Wings,Chicken Wings,$$,26,0.7,4.2,0,Brampton,https://www.doordash.com/store/2355773/?pickup=false
83,A&W Canada,"Canadian, Breakfast",$$,28,1.4,4,920,Brampton,https://www.doordash.com/store/487285/?pickup=false
84,241 Pizza,"Pizza, Chicken",$$,24,0.9,4.5,96,Brampton,https://www.doordash.com/store/987360/?pickup=false
85,Little Caesars Pizza,"Italian, Pizza",$$,27,1.6,4.4,112,Brampton,https://www.doordash.com/store/1148958/?pickup=false
86,Swiss Chalet,"Chicken, Barbecue",$$,27,2.2,4.5,481,Brampton,https://www.doordash.com/store/205275/?pickup=false
87,Smoke's Poutinerie,"Pork, Boneless Wings",$$,26,2.1,4,295,Brampton,https://www.doordash.com/store/586809/?pickup=false
88,Second Cup,"Bakery, Espresso",$$,26,1.9,4.5,89,Brampton,https://www.doordash.com/store/961068/?pickup=false
89,Freshii,"Tacos, Burritos",$$,29,2,4.4,399,Brampton,https://www.doordash.com/store/511591/?pickup=false
90,The Works Craft Burgers,"Poutineries, Burgers",$$,29,0.05681818182,4.4,69,Brampton,https://www.doordash.com/store/1638849/?pickup=false
91,Grabb-A-Pizza,"Pizza, Chicken Wings",$$,26,1.2,4.6,10,Brampton,https://www.doordash.com/store/443213/?pickup=false
92,RAPiZZA,"Pizza, Dessert",$$,27,0.05681818182,5,0,Brampton,https://www.doordash.com/store/2546943/?pickup=false
93,Cactus Club Cafe,"Vegetarian Friendly, Vegetarian",$$,24,0.3,4.6,13,Calgary,https://www.doordash.com/store/99807/?pickup=false
94,Seed N Salt,"Healthy, Breakfast",$$,29,0.7,4.7,7,Calgary,https://www.doordash.com/store/259849/?pickup=false
95,Hankki Korean Street food,"Korean, Street Food",$$,22,1.1,4.8,4,Calgary,https://www.doordash.com/store/1386910/?pickup=false
96,JOEY Restaurants,"Alcohol, Steak",$$,27,0.6,4.5,8,Calgary,https://www.doordash.com/store/316702/?pickup=false
97,Popeyes Louisiana Kitchen,"American, Chicken Tenders",$,23,1.3,4.3,9,Calgary,https://www.doordash.com/store/838937/?pickup=false
98,Clive Burger,Burgers,$$,19,0.8,4.6,8,Calgary,https://www.doordash.com/store/316790/?pickup=false
99,Paros Souvla,"Greek, Wraps",$$,24,0.9,4.8,3,Calgary,https://www.doordash.com/store/426380/?pickup=false
100,McDonald's,"Bakery, Chicken",$,15,0.2,4.4,2,Calgary,https://www.doordash.com/store/1058061/?pickup=false
101,Native Tongues Taqueria,"Tacos, Beer",$$,17,0.3,4.7,9,Calgary,https://www.doordash.com/store/263167/?pickup=false
102,Dairy Queen,"Ice Cream, Desserts",$,18,0.9,4.6,1,Calgary,https://www.doordash.com/store/99919/?pickup=false
103,Pho HouZ Vietnamese Kitchen,"Vietnamese, Gluten-Free",$$,29,1.3,4.6,2,Calgary,https://www.doordash.com/store/448841/?pickup=false
104,Fork and Salad,"Salads, Smoothies",$,17,0.9,4.6,2,Calgary,https://www.doordash.com/store/100301/?pickup=false
105,Kim Anh Vietnamese Submarines,"Vietnamese, Appetizers",$,16,0.7,4.6,2,Calgary,https://www.doordash.com/store/99632/?pickup=false
106,Earls Kitchen + Bar,"Canadian, Alcohol",$$,24,0.3,4.5,1,Calgary,https://www.doordash.com/store/2378799/?pickup=false
107,Cluck N Cleaver,"Chicken, Fried Chicken",$$,24,1.4,4.5,3,Calgary,https://www.doordash.com/store/255587/?pickup=false
108,Hotshot Liquor Store,"Alcohol, Beer",$$,23,1.5,4.8,1,Calgary,https://www.doordash.com/store/1747661/?pickup=false
109,Noodlebox,"Asian Fusion, Noodles",$$,20,0.9,4.5,3,Calgary,https://www.doordash.com/store/574712/?pickup=false
110,Redheads Japa Cafe,"Japanese, Burgers",$$,18,0.6,4.8,2,Calgary,https://www.doordash.com/store/100933/?pickup=false
111,Gong Cha 贡茶,"Chinese, Milk Tea",$$,15,0.4,4.7,4,Calgary,https://www.doordash.com/store/714913/?pickup=false
112,Wow Chicken,"Chicken, Asian Fusion",$$,19,0.5,4.7,2,Calgary,https://www.doordash.com/store/387110/?pickup=false
113,Wise & Wright,"Coffee, Latte",$$,17,0.3,4.7,2,Calgary,https://www.doordash.com/store/174777/?pickup=false
114,Chicken on the Way,"Chicken Wings, Chicken",$,23,1.5,4.5,3,Calgary,https://www.doordash.com/store/99692/?pickup=false
115,King's Chinese Food,"Chinese, Chicken",$$,22,1.1,4.4,2,Calgary,https://www.doordash.com/store/99674/?pickup=false
116,D Spot Dessert Cafe,"Ice Cream, Milk Shakes",$$,27,1,4.4,2,Calgary,https://www.doordash.com/store/808214/?pickup=false
117,Tim Hortons,"Canadian, Sandwiches",$$,16,0.4,4.5,920,Calgary,https://www.doordash.com/store/1159832/?pickup=false
118,Shawarma King,"Shawarma, Wraps",$,27,1.4,4.3,3,Calgary,https://www.doordash.com/store/100108/?pickup=false
119,Don't Yell at Me,"Cakes, Creperies",$$,18,0.7,4.7,1,Calgary,https://www.doordash.com/store/900725/?pickup=false
120,CoCo Fresh Tea & Juice,"Milk Tea, Bubble Tea",$$,19,0.4,4.8,1,Calgary,https://www.doordash.com/store/1246984/?pickup=false
121,Browns Socialhouse,"Chinese, American",$,22,0.9,4.6,1,Calgary,https://www.doordash.com/store/99794/?pickup=false
122,Tandoori Grill,"Indian, Curry",$$,20,0.5,4.5,4,Calgary,https://www.doordash.com/store/100219/?pickup=false
123,Holy Grill,"Burgers, Sandwiches",$$,16,0.8,4.7,1,Calgary,https://www.doordash.com/store/316669/?pickup=false
124,Our Daily Brett,"Alcohol, Coffee & Tea",$$,27,1.8,4.7,1,Calgary,https://www.doordash.com/store/287671/?pickup=false
125,Tuk Tuk Thai,"Thai, Soup",$$,17,0.7,4.6,640,Calgary,https://www.doordash.com/store/1561921/?pickup=false
126,Comery Block Barbecue (638 17th Avenue SW),"American, Sandwiches",$$,20,0.7,4.6,640,Calgary,https://www.doordash.com/store/1132834/?pickup=false
127,Meltwich Food Co.,"Comfort Food, Grilled Cheese",$$,26,1.1,4.5,1,Calgary,https://www.doordash.com/store/942165/?pickup=false
128,Bodega,"Mexican, Breakfast",$$,25,1.2,4.5,1,Calgary,https://www.doordash.com/store/98304/?pickup=false
129,Fusion Sushi 17ave,"Japanese, Thai",$$,25,1.2,4.5,1,Calgary,https://www.doordash.com/store/1344103/?pickup=false
130,4th Street Pizza,"Pizza, Salads",$,26,0.8,4.6,1,Calgary,https://www.doordash.com/store/363619/?pickup=false
131,Golden Bell,"Vietnamese, Pho",$$,23,1.1,4.7,1,Calgary,https://www.doordash.com/store/432110/?pickup=false
132,Pho Kim Restaurant,"Vietnamese, Pho",$$,22,1.5,4.6,1,Calgary,https://www.doordash.com/store/334511/?pickup=false
133,V Burger,"Burgers, Ice Cream",$$,17,0.9,4.6,1,Calgary,https://www.doordash.com/store/1017537/?pickup=false
134,South Block Barbecue & Brewing Co.,"Barbecue, Sandwiches",$$,18,1,4.6,305,Calgary,https://www.doordash.com/store/2390851/?pickup=false
135,The Coup,"Alcohol, Beer",$$,25,1,4.5,3,Calgary,https://www.doordash.com/store/101990/?pickup=false
136,Blowers & Grafton Halifax Street Food,"Pizza, Poutineries",$$,25,0.8,4.6,1,Calgary,https://www.doordash.com/store/1389930/?pickup=false
137,Pho Hoai Vietnamese Noodle House,"Vietnamese, Pho",$$,16,0.4,4.7,364,Calgary,https://www.doordash.com/store/1710144/?pickup=false
138,Calgary Court Restaurant,"Chinese, Noodles",$$,27,0.5,4.6,2,Calgary,https://www.doordash.com/store/316780/?pickup=false
139,Milestones Grill + Bar,"Bar and Grill, Alcohol",$$,21,0.07575757576,4.5,540,Calgary,https://www.doordash.com/store/249814/?pickup=false
140,Papa Johns,"Italian, Pizza",$$,22,1.2,4.4,1,Calgary,https://www.doordash.com/store/99954/?pickup=false
141,Singapore Sam's,"Chinese, Chicken",$$,24,0.5,4.4,1,Calgary,https://www.doordash.com/store/99559/?pickup=false
142,Carl's Jr,"Burgers, Chicken",$$,25,1.9,4.5,1,Calgary,https://www.doordash.com/store/1491637/?pickup=false
143,JusFruit,"Fruit Tea, Juice Bar",$$,25,1.2,4.5,1,Calgary,https://www.doordash.com/store/426436/?pickup=false
144,Po-ke,"Bowls, Japanese",$,23,1.1,4.6,1,Calgary,https://www.doordash.com/store/1241822/?pickup=false
145,K Street Food,"Street Food, Ramen",$$,22,1.3,4.5,1,Calgary,https://www.doordash.com/store/989038/?pickup=false
146,PARLOUR ICE CREAM,"Ice Cream, Vegan",$$,15,0.6,5,122,Calgary,https://www.doordash.com/store/2489848/?pickup=false
147,King of Shawarma,"Wraps, Kebabs",$$,22,1.3,4.5,1,Calgary,https://www.doordash.com/store/99877/?pickup=false
148,Nam Vietnamese Kitchen,"Vietnamese, Pho",$$,17,0.8,4.6,660,Calgary,https://www.doordash.com/store/100241/?pickup=false
149,Tea Funny,"Dim Sum, Dumplings",$$,26,1.4,4.4,174,Calgary,https://www.doordash.com/store/99853/?pickup=false
150,The Halal Guys,"Halal, Sandwiches",$$,21,1,4.4,406,Calgary,https://www.doordash.com/store/1761360/?pickup=false
151,Ten Degrees Chocolate,"Breakfast, Chocolates",$$,18,0.9,4.7,396,Calgary,https://www.doordash.com/store/1476087/?pickup=false
152,Cinnaholic,"Bakery, Pastries",$$,17,0.6,4.7,194,Calgary,https://www.doordash.com/store/2667023/?pickup=false
153,Yemeni Village Restaurant,"Coffee, Chicken",$$,23,0.9,4.6,730,Calgary,https://www.doordash.com/store/1010906/?pickup=false
154,Shawarma and Falafel City,"Middle Eastern, Vegetarian",$,24,1.3,4.4,750,Calgary,https://www.doordash.com/store/99204/?pickup=false
155,Damascus,"Wraps, Salads",$$,20,0.8,4.6,820,Calgary,https://www.doordash.com/store/99927/?pickup=false
156,House of Kabob,"Greek, Kebabs",$$,28,1.3,4.5,1,Calgary,https://www.doordash.com/store/100240/?pickup=false
157,7-Eleven,"Burgers, Wings",$$,16,0.3,4.4,316,Calgary,https://www.doordash.com/store/992258/?pickup=false
158,Quesada Burritos & Tacos,"Mexican, Tacos",$$,16,0.4,4.3,191,Calgary,https://www.doordash.com/store/99756/?pickup=false
159,DashMart,"Grocery, Snacks",$,28,3.3,4.7,27,Calgary,https://www.doordash.com/convenience/store/2456357/?pickup=false
160,COBS Bread,"Bakery, Pizza",$$,21,1.3,4.6,1,Calgary,https://www.doordash.com/store/96482/?pickup=false
161,PurrTea,"Milk Tea, Healthy Smoothies",$$,21,0.9,4.9,120,Calgary,https://www.doordash.com/store/1584744/?pickup=false
162,Blaze Pizza,Pizza,$$,23,0.8,4.4,81,Calgary,https://www.doordash.com/store/23046692/?pickup=false
163,Jelly Modern Doughnuts,"Dessert, Donuts",$$,17,0.9,4.7,500,Calgary,https://www.doordash.com/store/100117/?pickup=false
164,Gogi Korean Kitchen,"Korean, Barbecue",$$,17,0.6,4.7,530,Calgary,https://www.doordash.com/store/1656408/?pickup=false
165,Shawarma Ave,"Dessert, Wraps",$$,20,0.8,4.6,1,Calgary,https://www.doordash.com/store/185630/?pickup=false
166,Big Cheese Poutinerie,"Poutineries, Chicken",$$,19,0.8,4.6,880,Calgary,https://www.doordash.com/store/93143/?pickup=false
167,Ola Poke,"Poke, Burritos",$$,15,0.6,4.8,600,Calgary,https://www.doordash.com/store/194640/?pickup=false
168,Rosso Coffee Roasters,"Coffee Shop, Breakfast",$$,23,1.2,4.7,436,Calgary,https://www.doordash.com/store/567179/?pickup=false
169,Regrub Burger Bar,"American, Burgers",$,18,0.6,4.5,900,Calgary,https://www.doordash.com/store/728822/?pickup=false
170,Sso yummy,"Korean, Seafood",$$,17,0.5,4.8,470,Calgary,https://www.doordash.com/store/951754/?pickup=false
171,YiFang Taiwan Fruit Tea 一芳,"Taiwanese, Tea Bar",$$,18,0.6,4.8,830,Calgary,https://www.doordash.com/store/751132/?pickup=false
172,Little Caesars Pizza,"Italian, Pizza",$$,24,1.7,4.6,89,Calgary,https://www.doordash.com/store/23117226/?pickup=false
173,Saucy Burger,"American, Breakfast",$$,19,1,4.3,177,Calgary,https://www.doordash.com/store/1876390/?pickup=false
174,Denny's,"American, Breakfast",$$,26,1.2,4.4,426,Calgary,https://www.doordash.com/store/1868796/?pickup=false
175,Freshii,"Tacos, Burritos",$$,20,1.3,4.4,1,Calgary,https://www.doordash.com/store/90853/?pickup=false
176,K Town Fried Chicken,"Comfort Food, Fried Chicken",$$,24,1.1,4.7,850,Calgary,https://www.doordash.com/store/1486054/?pickup=false
177,Ollia Macarons & Tea,"Bakery, Sweets",$$,18,0.9,4.8,670,Calgary,https://www.doordash.com/store/384376/?pickup=false
178,Saltlik,"Alcohol, Beer",$$,30,0.05681818182,4.6,940,Calgary,https://www.doordash.com/store/100305/?pickup=false
179,Ramen Taka Calgary,"Japanese, Ramen",$$,17,0.9,4.4,24,Calgary,https://www.doordash.com/store/23287753/?pickup=false
180,Mirchi,"Curry, Tandoori",$$,24,0.8,4.4,580,Calgary,https://www.doordash.com/store/99548/?pickup=false
181,Pie Junkie,"Pie, Soup",$$,21,1.2,4.7,560,Calgary,https://www.doordash.com/store/316682/?pickup=false
182,Tsujiri Calgary,"Pastries, Japanese",$$,23,1.5,4.7,242,Calgary,https://www.doordash.com/store/1010416/?pickup=false
183,Greta Bar,"Alcohol, Chicken",$$,18,0.1704545455,4.4,360,Calgary,https://www.doordash.com/store/972082/?pickup=false
184,King Of Donair,"Canadian, Pizza",$$,18,0.6,4.2,428,Calgary,https://www.doordash.com/store/1299520/?pickup=false
185,Freshslice Pizza,"Dessert, Italian",$$,16,0.3,4.4,257,Calgary,https://www.doordash.com/store/1513667/?pickup=false
186,Calan Beef Noodle,"Chinese, Noodles",$$,26,1,4.6,384,Calgary,https://www.doordash.com/store/1159282/?pickup=false
187,Im Chicken,"Chicken Wings, Chicken",$$,28,1.4,4.7,207,Calgary,https://www.doordash.com/store/2784126/?pickup=false
188,Wolf Down,"German, Sandwiches",$,18,0.8,4.5,145,Calgary,https://www.doordash.com/store/2437382/?pickup=false
189,Pizza Hut,"Pizza, Italian",$$,20,1.1,4.5,499,Calgary,https://www.doordash.com/store/1026767/?pickup=false
190,Get Smoked,"Sandwiches, Barbecue",$$,26,2,4.4,435,Calgary,https://www.doordash.com/store/122859/?pickup=false
191,bb.q Chicken,"Chicken, Chicken Wings",$$,20,0.3,4.6,620,Calgary,https://www.doordash.com/store/1060763/?pickup=false
192,Shawarma Barlow,"Middle Eastern, Shawarma",$$,23,1.1,4.3,980,Calgary,https://www.doordash.com/store/743571/?pickup=false
193,Lotus Vietnamese Noodle House,"Vietnamese, Appetizers",$$,14,0.2,4.3,720,Calgary,https://www.doordash.com/store/100903/?pickup=false
194,Kung Fu Tea Calgary,"Bubble Tea, Coffee",$$,24,1.9,4.8,54,Calgary,https://www.doordash.com/store/23075936/?pickup=false
195,Tu Taco,"Mexican, Snacks",$$,24,1.4,4.4,154,Calgary,https://www.doordash.com/store/1805709/?pickup=false
196,Thé Moon Tea House,"Coffee, Dessert",$$,18,0.3,4.7,530,Calgary,https://www.doordash.com/store/1256215/?pickup=false
197,El Charrito Taqueria,"Mexican, Salads",$$,28,1.1,4.4,1,Calgary,https://www.doordash.com/store/519431/?pickup=false
198,Booster Juice,"Juice Bars & Smoothies, Healthy",$$,17,0.4,4.7,350,Calgary,https://www.doordash.com/store/1124230/?pickup=false
199,Fusion Sushi and Thai,"Japanese, Sushi",$$,20,0.3,4.4,940,Calgary,https://www.doordash.com/store/99725/?pickup=false
200,MOXIES,"Bar and Grill, Salads",$,25,0.8,4.5,251,Calgary,https://www.doordash.com/store/364169/?pickup=false
201,Roys Korean Kitchen,"Korean, Snacks",$$,17,0.3,4.7,240,Calgary,https://www.doordash.com/store/1036586/?pickup=false
202,Pizza Culture,"Beer, Wine & Spirits",$$,25,1.3,4.5,78,Calgary,https://www.doordash.com/store/23019463/?pickup=false
203,Uzu Taiyaki,"Ice Cream, Dessert",$,14,0.5,4.6,39,Calgary,https://www.doordash.com/store/1179665/?pickup=false
204,Prairie Donair,"Fast Food, Vegetarian",$$,22,1.2,4.2,125,Calgary,https://www.doordash.com/store/2834675/?pickup=false
205,Caffe Artigiano,"Cafe, Bakery",$,21,0.5,4.8,21,Calgary,https://www.doordash.com/store/363643/?pickup=false
206,The street eatery,"Vegan, Alcohol",$$,27,0.9,4.7,324,Calgary,https://www.doordash.com/store/1242423/?pickup=false
207,Shawarma Station,"Shawarma, Wraps",$$,21,1.2,4.4,1,Calgary,https://www.doordash.com/store/92988/?pickup=false
208,Ghost Kitchens Presents Cheesecake Factory Bakery,"Bakery, Dessert",$$,29,1.8,4.2,860,Calgary,https://www.doordash.com/store/957447/?pickup=false
209,Mix Grill,"Mediterranean, Fast Food",$$,17,0.6,3.9,83,Calgary,https://www.doordash.com/store/750102/?pickup=false
210,Trung Nguyen V-n Sub,Vietnamese,$$,17,0.4,4.8,80,Calgary,https://www.doordash.com/store/790726/?pickup=false
