restaurant_id,restaurant_name,cuisine,price_range,delivery_time_min,distance_miles,rating,total_reviews,location,url
459,Belge cafe,"Cafe, Breakfast",$$,23,1.3,3.4,0,Edmonton,https://www.doordash.com/store/1249921/?pickup=false
460,Osmow's,"Mediterranean, Shawarma",$$,24,1.3,4,102,Edmonton,https://www.doordash.com/store/1738804/?pickup=false
461,Babaz Shawarma,"Indian, Cheesecake",$$,27,1.2,3.1,65,Edmonton,https://www.doordash.com/store/477536/?pickup=false
462,DIVINE THE INDIAN CUISINE,"Indian, Curry",$$,28,0.8,4.6,45,Edmonton,https://www.doordash.com/store/1862737/?pickup=false
463,PABLO CHEESE TART,"Smoothies, Desserts",$$,27,2,4.8,33,Edmonton,https://www.doordash.com/store/22967612/?pickup=false
464,Maria Northern Mexican Cuisine,"Mexican, Tacos",$$,26,0.1515151515,4.5,59,Edmonton,https://www.doordash.com/store/1488824/?pickup=false
465,Teapsy Lab,"Asian Fusion, Teppanyaki",$$,28,1.9,4.6,35,Edmonton,https://www.doordash.com/store/2705347/?pickup=false
466,Mr Pretzels,"Fast Food, Pretzels",$$,25,1.2,4.5,40,Edmonton,https://www.doordash.com/store/1581212/?pickup=false
467,Chicken King Chinese Restaurant,"Chinese, Chicken",$$,24,0.7,4.5,157,Edmonton,https://www.doordash.com/store/1449848/?pickup=false
468,Zuppa Cafe & Pizza,"Italian, Pizza",$$,24,0.8,4,0,Edmonton,https://www.doordash.com/store/511687/?pickup=false
469,SPICE KITCHEN BAR,"Indian, Biryani",$$,24,0.8,4.5,0,Edmonton,https://www.doordash.com/store/23334472/?pickup=false
470,Bully Sandwiches By Ghost Kitchens,"Cheesecake, Poutineries",$$,27,1.2,3.9,37,Edmonton,https://www.doordash.com/store/477564/?pickup=false
471,CornerHUB,"Cafe, Coffee & Tea",$$,29,1.9,4.9,42,Edmonton,https://www.doordash.com/store/1497877/?pickup=false
472,Another Wing By DJ Khaled,"American, Chicken",$,21,0.3,4,39,Edmonton,https://www.doordash.com/store/2430600/?pickup=false
473,KFC,"American, Sandwiches",$$,21,0.1704545455,4.6,163,Edmonton,https://www.doordash.com/store/1054807/?pickup=false
474,Sticky Wings,"American, Fast Food",$,21,0.3,3.9,17,Edmonton,https://www.doordash.com/store/1438125/?pickup=false
475,Liquor Time,"Alcohol, Liquor Store",$$,30,2.3,4.8,79,Edmonton,https://www.doordash.com/store/1662616/?pickup=false
476,Vegango Restaurant,"Vegan, Burgers",$$,27,1.1,4.1,0,Edmonton,https://www.doordash.com/store/22990918/?pickup=false
477,Buns & Bao,"Cheesecake, Steamed Buns",$,21,0.3,4.7,59,Edmonton,https://www.doordash.com/store/2431224/?pickup=false
478,Freshslice Pizza,"Dessert, Italian",$$,24,0.6,3.7,0,Edmonton,https://www.doordash.com/store/23018903/?pickup=false
479,Meltwich Food Co.,"Comfort Food, Grilled Cheese",$$,29,0.8,4.5,91,Edmonton,https://www.doordash.com/store/2672206/?pickup=false
480,Funnel Cake,Dessert,$$,28,1.2,3.6,0,Edmonton,https://www.doordash.com/store/22969935/?pickup=false
481,Lan Noodle,"Noodles, Salads",$$,29,1.9,4.8,20,Edmonton,https://www.doordash.com/store/1931152/?pickup=false
482,American Eclectic Burger,"American, Burgers",$,22,0.3,4.2,58,Edmonton,https://www.doordash.com/store/1691788/?pickup=false
483,Rebel Wings,"American, Wings",$,21,0.3,4,39,Edmonton,https://www.doordash.com/store/1438128/?pickup=false
484,Quiznos,"Salads, Soup",$$,28,1.7,4.3,99,Edmonton,https://www.doordash.com/store/674109/?pickup=false
485,Bawk Bawk,"Chicken Wings, Chicken Tenders",$$,22,0.3,4.5,75,Edmonton,https://www.doordash.com/store/1141297/?pickup=false
486,Chachi's Sandwiches,"Sandwiches, Sausage",$$,24,0.5,4.2,17,Edmonton,https://www.doordash.com/store/2294740/?pickup=false
487,99 SUNFLOWER CAFE EATERY,"Cafe, Italian",$$,29,0.4,,0,Edmonton,https://www.doordash.com/store/23352326/?pickup=false
488,MrBeast Burger Canada,"Burgers, Cheeseburger",$$,23,0.8,4.2,0,Edmonton,https://www.doordash.com/store/23135125/?pickup=false
489,Taco Del Mar By Ghost Kitchens,"Bakery, Cheesecake",$$,24,1.2,3.3,38,Edmonton,https://www.doordash.com/store/1067943/?pickup=false
490,Purdys Chocolatier,"Chocolates, Gift",$$,22,0.1704545455,5,0,Edmonton,https://www.doordash.com/store/1222909/?pickup=false
491,BarBurrito,"Mexican, Burritos",$$,27,1.9,4.3,60,Edmonton,https://www.doordash.com/store/1070717/?pickup=false
492,Slush Puppies By Ghost Kitchens,"Poutineries, Indian",$$,24,1.2,4.4,19,Edmonton,https://www.doordash.com/store/1534634/?pickup=false
493,RedBull By Ghost Kitchens,"Italian, Sandwiches",$$,24,1.2,4.4,15,Edmonton,https://www.doordash.com/store/973907/?pickup=false
494,Lola's Latin Cuisine & Churros,"Cheesecake, Poutineries",$$,28,1.2,3.4,13,Edmonton,https://www.doordash.com/store/1368336/?pickup=false
495,Good Earth Coffeehouse,"Coffee & Tea, Bakery",$$,28,1.6,,0,Edmonton,https://www.doordash.com/store/23078750/?pickup=false
496,Yeg Pizza on Wheels,"Italian, Pizza",$$,17,0.1515151515,3.2,0,Edmonton,https://www.doordash.com/store/1750514/?pickup=false
497,Sammies By SoDo,Fast food,$$,22,0.7,,0,Edmonton,https://www.doordash.com/store/23348820/?pickup=false
498,Shijing Taste Mixer,"Chinese, Fries",$$,24,0.4,,0,Edmonton,https://www.doordash.com/store/1346349/?pickup=false
499,Express Corner Store,"Curry, Biryani",$$,24,0.7,,0,Edmonton,https://www.doordash.com/store/23428226/?pickup=false
500,Black Ship Restro & Pub Inc.,"Burgers, Canadian (New)",$$,23,0.3,3.8,0,Edmonton,https://www.doordash.com/store/1354805/?pickup=false
501,Salvadorenos,"Salvadorian, Tacos",$$,27,1.3,,0,Edmonton,https://www.doordash.com/store/23329485/?pickup=false
502,T.Kettle,"Matcha, Green Tea",$$,28,1.3,5,0,Edmonton,https://www.doordash.com/store/2492414/?pickup=false
503,McDonald's,"Pastries, Dessert",$$,20,0.2,4.3,2,Montreal,https://www.doordash.com/store/1139979/?pickup=false
504,Poulet Bronze,"Fried Chicken, Shrimp",$$,15,0.2,4.5,2,Montreal,https://www.doordash.com/store/630043/?pickup=false
505,Joe's Panini 24hrs (1404 Rue Drummond),"Sandwiches, Dessert",$,19,0.2,4.2,3,Montreal,https://www.doordash.com/store/779582/?pickup=false
506,I Am Pho,"Vietnamese, Pho",$$,24,0.3,4.7,5,Montreal,https://www.doordash.com/store/630259/?pickup=false
507,Wok Cafe,"Chinese, Noodles",$$,24,0.4,4.5,4,Montreal,https://www.doordash.com/store/629803/?pickup=false
508,Mexigrill Express,"Mexican, Burritos",$$,24,1.1,4.2,4,Montreal,https://www.doordash.com/store/732468/?pickup=false
509,Mandy's,"Salads, Dessert",$$,18,0.07575757576,4.6,2,Montreal,https://www.doordash.com/store/714526/?pickup=false
510,Poke Monster,"Tartar, Burgers",$$,27,1.4,4.5,1,Montreal,https://www.doordash.com/store/1745199/?pickup=false
511,Green Spot,"French, Sandwiches",$$,29,1.2,4.6,2,Montreal,https://www.doordash.com/store/630091/?pickup=false
512,Sumac,"Middle Eastern, Beer",$$,25,1.3,4.7,3,Montreal,https://www.doordash.com/store/630182/?pickup=false
513,Five Guys Burgers & Fries,"Hot Dogs, Dinner",$$,24,1,4.5,1,Montreal,https://www.doordash.com/store/946272/?pickup=false
514,Notre-Boeuf-de-Grâce,"French, Burgers",$$,15,0.1136363636,4.5,1,Montreal,https://www.doordash.com/store/641239/?pickup=false
515,Subway,"Build Your Own, Cookies",$$,16,0.2,4.2,1,Montreal,https://www.doordash.com/store/799041/?pickup=false
516,Pizza Hut,"Italian, Pizza",$,20,0.1515151515,4.3,323,Montreal,https://www.doordash.com/store/944052/?pickup=false
517,Thali Cuisine Indienne,"Indian, Tandoori",$$,17,0.4,4.3,2,Montreal,https://www.doordash.com/store/630012/?pickup=false
518,Restaurant PM,"Chinese, Seafood",$$,18,0.3,4.4,4,Montreal,https://www.doordash.com/store/691059/?pickup=false
519,Desserts Etc,"Breakfast, Sandwiches",$$,22,0.4,4.5,1,Montreal,https://www.doordash.com/store/624908/?pickup=false
520,El Pastaman,"Italian, Dessert",$$,25,1.4,4.7,1,Montreal,https://www.doordash.com/store/840853/?pickup=false
521,Pitarifique,"Greek, Poutineries",$$,29,1.3,4.7,1,Montreal,https://www.doordash.com/store/802807/?pickup=false
522,Boustan,"Lebanese, Falafel",$,20,1.1,4.6,3,Montreal,https://www.doordash.com/store/1438010/?pickup=false
523,Campo Poulet Portugais,"Portuguese, Chicken",$$,16,0.3,4.4,1,Montreal,https://www.doordash.com/store/970069/?pickup=false
524,Uncle Tetsu's Japanese Cheesecake,"Japanese, Cheesecake",$$,15,0.3,4.8,1,Montreal,https://www.doordash.com/store/630149/?pickup=false
525,Pho Nguyen,"Vietnamese, Pho",$$,18,0.3,4.7,1,Montreal,https://www.doordash.com/store/1059664/?pickup=false
526,Kojax Restaurants,"Sandwiches, Vegetarian",$$,14,0.2,4.4,1,Montreal,https://www.doordash.com/store/689462/?pickup=false
527,Banh Mi 79,"Banh Mi, Vietnamese",$$,22,1.1,4.7,1,Montreal,https://www.doordash.com/store/698654/?pickup=false
528,Chateau Kebab,"Persian, Salads",$$,26,0.2,4.3,1,Montreal,https://www.doordash.com/store/629752/?pickup=false
529,Picks,"Fast Food, Burgers",$$,21,0.4,4.7,590,Montreal,https://www.doordash.com/store/629689/?pickup=false
530,Omnivore,"Lebanese, Sandwiches",$$,20,500,4.7,620,Montreal,https://www.doordash.com/store/1134352/?pickup=false
531,Zoe & Presotea,"Dessert, Fruit Tea",$$,17,0.3,4.7,1,Montreal,https://www.doordash.com/store/664590/?pickup=false
532,The Alley,"Milk Tea, Fruit Tea",$$,23,0.3,4.8,880,Montreal,https://www.doordash.com/store/758900/?pickup=false
533,Poke Bento,"Japanese, Poke",$$,20,0.3,4.7,700,Montreal,https://www.doordash.com/store/2432274/?pickup=false
534,Tejano BBQ Burrito (St-Henri),"Burritos, Salads",$$,28,1.8,4.7,1,Montreal,https://www.doordash.com/store/629932/?pickup=false
535,Parma Cafe,"Cafe, Breakfast",$$,21,0.3,4.8,312,Montreal,https://www.doordash.com/store/714601/?pickup=false
536,Snaxies,"Comfort Food, Ice Cream & Frozen Yogurt",$$,24,1.6,4.8,860,Montreal,https://www.doordash.com/store/1055573/?pickup=false
537,Krispy Kreme,Donuts,$$,19,0.8,4.7,1,Montreal,https://www.doordash.com/store/1063852/?pickup=false
538,Burger King,"American, Burgers",$,21,0.3,3.9,2,Montreal,https://www.doordash.com/store/849114/?pickup=false
539,Che Churros & Empanadas,"Latin American, Empanadas",$$,30,1.3,4.6,204,Montreal,https://www.doordash.com/store/748072/?pickup=false
540,Bombay Mahal,"Indian, Vegetarian",$$,30,1.5,4.4,1,Montreal,https://www.doordash.com/store/713878/?pickup=false
541,PresoTea,"Japanese, Latte",$$,16,0.3,4.7,1,Montreal,https://www.doordash.com/store/749169/?pickup=false
542,Sammi & Soupe Dumpling,"Chinese, Asian",$$,25,0.4,4.7,1,Montreal,https://www.doordash.com/store/714751/?pickup=false
543,Schwartz's Deli,Deli,$,28,1.2,4.5,2,Montreal,https://www.doordash.com/store/969162/?pickup=false
544,Aunt Dai,"Chinese, Noodles",$$,22,0.3,4.6,1,Montreal,https://www.doordash.com/store/629954/?pickup=false
545,Curry Mahal,"Indian, Vegetarian",$$,26,1.2,4.4,580,Montreal,https://www.doordash.com/store/985404/?pickup=false
546,Wienstein and Gavino's,"Italian, Beer",$$,27,800,4.5,940,Montreal,https://www.doordash.com/store/778867/?pickup=false
547,Grillado's Poulet Grille Peri Peri,"Chicken, Sandwiches",$$,20,0.5,4.4,520,Montreal,https://www.doordash.com/store/630141/?pickup=false
548,Restaurant Ethan,"Chinese, Barbecue",$$,26,1.1,4.7,291,Montreal,https://www.doordash.com/store/971428/?pickup=false
549,Dairy Queen,"Ice Cream, Milk Shakes",$,15,0.2,4.5,820,Montreal,https://www.doordash.com/store/843851/?pickup=false
550,Spicebros,"Asian Fusion, Indian",$$,25,1.2,4.5,1,Montreal,https://www.doordash.com/store/674889/?pickup=false
551,Liquid Nutrition,"Healthy, Juice Bar",$$,15,0.1704545455,4.7,249,Montreal,https://www.doordash.com/store/641336/?pickup=false
552,Bacaro Urban Pizzeria,"Cafe, Desserts",$$,23,1,4.5,274,Montreal,https://www.doordash.com/store/630013/?pickup=false
553,Raku,"Japanese, Chicken",$$,29,1.4,4.6,361,Montreal,https://www.doordash.com/store/654427/?pickup=false
554,Student Tasty Biryani,"Indian, Pakistani",$$,19,0.2,4.2,349,Montreal,https://www.doordash.com/store/1731480/?pickup=false
555,La Foumagerie,"Sandwiches, Salads",$$,29,1.9,4.4,254,Montreal,https://www.doordash.com/store/979428/?pickup=false
556,Cocktail Hawaii,"Hawaiian, Creperies",$$,18,0.2,4.5,550,Montreal,https://www.doordash.com/store/627189/?pickup=false
557,K2+,"Japanese, Sushi",$$,29,600,4.5,1,Montreal,https://www.doordash.com/store/693874/?pickup=false
558,Ofish MTL,"Seafood, Sandwiches",$$,14,800,4.8,76,Montreal,https://www.doordash.com/store/23048878/?pickup=false
559,Tsukuyomi,"Japanese, Ramen",$$,21,0.3,4.4,109,Montreal,https://www.doordash.com/store/1011597/?pickup=false
560,Cuisine Szechuan,"Chinese, Noodles",$$,21,0.2,4.2,434,Montreal,https://www.doordash.com/store/651594/?pickup=false
561,Romados Rôtisserie et Pâtisserie,"Poutineries, Chicken",$$,30,1.4,4.5,444,Montreal,https://www.doordash.com/store/2369982/?pickup=false
562,Freshii,"Tacos, Burritos",$$,15,0.3,4.5,750,Montreal,https://www.doordash.com/store/968268/?pickup=false
563,Don Tacos,"Mexican, Burritos",$$,24,0.4,4.2,880,Montreal,https://www.doordash.com/store/624913/?pickup=false
564,Le Petit Sao (Vieux Montréal),"Vietnamese, Pho",$$,26,1.1,4.7,409,Montreal,https://www.doordash.com/store/1005820/?pickup=false
565,Nilufar (Rue Sainte-Catherine O),"Middle Eastern, Falafel",$$,18,0.4,4.6,122,Montreal,https://www.doordash.com/store/1060798/?pickup=false
566,Lafleur Restaurant (Montreal),"Burgers, Poutineries",$$,23,0.9,4.1,423,Montreal,https://www.doordash.com/store/678583/?pickup=false
567,Le Taj,"Seafood, Naan",$$,23,0.2,4.5,489,Montreal,https://www.doordash.com/store/630240/?pickup=false
568,Cote St-Luc BBQ,"Canadian, Dessert",$$,28,2.6,4.6,880,Montreal,https://www.doordash.com/store/872670/?pickup=false
569,Chez Hailar,"Sandwiches, Pizza",$$,27,0.2,4.4,550,Montreal,https://www.doordash.com/store/714908/?pickup=false
570,Restaurant Sesame Atwater,"Asian Fusion, Poke",$$,27,1.3,4.5,690,Montreal,https://www.doordash.com/store/630111/?pickup=false
571,Dirty Dogs,"Poutineries, Burgers",$$,18,0.0946969697,4.5,366,Montreal,https://www.doordash.com/store/763985/?pickup=false
572,ÔFour,"Steak, Sandwiches",$$,23,0.8,4.6,60,Montreal,https://www.doordash.com/store/23150104/?pickup=false
573,Jano Grillades (poulet portugais),"Portuguese, Alcohol",$$,27,1.2,4.6,630,Montreal,https://www.doordash.com/store/748293/?pickup=false
574,Chung Chun Kogo Coreen,"Korean, Hot Dogs",$$,15,0.3,4.5,369,Montreal,https://www.doordash.com/store/1274627/?pickup=false
575,La Cantina,"Mexican, Tacos",$$,16,0.2,4.5,163,Montreal,https://www.doordash.com/store/800782/?pickup=false
576,TSUJIRI Montreal,"Japanese, Cakes",$$,16,0.1704545455,4.8,235,Montreal,https://www.doordash.com/store/887531/?pickup=false
577,Medusa Restaurant,"Italian, Pizza",$$,17,0.3,4.6,60,Montreal,https://www.doordash.com/store/748219/?pickup=false
578,Quesada Burritos & Tacos,"Mexican, Tacos",$,29,1.3,4.2,2,Montreal,https://www.doordash.com/store/779219/?pickup=false
579,Wok To Go,"Chinese, Chicken",$$,18,0.7,4.4,258,Montreal,https://www.doordash.com/store/714880/?pickup=false
580,Brigade Neapolitan Pizza,"Pizza, Sandwiches",$$,20,0.2,4.4,443,Montreal,https://www.doordash.com/store/629839/?pickup=false
581,Shuyi Tealicious,"Chinese, Milk Tea",$$,17,0.3,4.6,115,Montreal,https://www.doordash.com/store/2642616/?pickup=false
582,Ben & Jerry's,"Ice Cream, Milk Shakes",$$,18,0.5,4.6,40,Montreal,https://www.doordash.com/store/714267/?pickup=false
583,Restaurant Végo,"Sandwiches, Salads",$$,26,1.4,4.6,168,Montreal,https://www.doordash.com/store/1119920/?pickup=false
584,Ichifuku,"Japanese, Noodles",$$,17,0.4,4.5,377,Montreal,https://www.doordash.com/store/629690/?pickup=false
585,Cafe Cantina,"Mexican, Burritos",$$,25,1.4,4.6,304,Montreal,https://www.doordash.com/store/818057/?pickup=false
586,Restaurant La capital,"Mexican, Quesadillas",$$,27,1.1,4.5,271,Montreal,https://www.doordash.com/store/898482/?pickup=false
587,Vago,"Italian, Seafood",$$,18,1,4.5,113,Montreal,https://www.doordash.com/store/630201/?pickup=false
588,Rockaberry,"Pie, Alcohol",$$,24,0.8,4.7,960,Montreal,https://www.doordash.com/store/714740/?pickup=false
589,Felix &Norton,"Dessert, Ice Cream",$$,28,1.2,4.6,282,Montreal,https://www.doordash.com/store/1050541/?pickup=false
590,Koa Lua,"Hawaiian, Poke",$$,19,0.2,4.8,168,Montreal,https://www.doordash.com/store/714448/?pickup=false
591,Tejano BBQ Burrito (Vieux Montréal),"Mexican, Burritos",$$,25,1,4.6,335,Montreal,https://www.doordash.com/store/1046542/?pickup=false
592,Abrakababra,"Mediterranean, Lebanese",$$,29,1.4,4.6,462,Montreal,https://www.doordash.com/store/1715204/?pickup=false
593,Restaurant Burger Bros,"Burgers, Dessert",$$,30,1.2,4.6,810,Montreal,https://www.doordash.com/store/927969/?pickup=false
594,Shawarma Habibi,"Mediterranean, Lebanese",$,25,1.6,4.5,510,Montreal,https://www.doordash.com/store/783266/?pickup=false
595,Sansalizza,"Pizza, Sandwiches",$,21,0.8,3.7,75,Montreal,https://www.doordash.com/store/757334/?pickup=false
596,PhoBo,"Soup, Salads",$$,16,0.2,4.5,120,Montreal,https://www.doordash.com/store/2357824/?pickup=false
597,Monteiro Grillades Portugaises,"Portuguese, Chicken",$$,30,2,4.2,990,Montreal,https://www.doordash.com/store/639578/?pickup=false
598,Star Of India Restaurant,"Indian, Chicken",$$,20,0.4,4.5,110,Montreal,https://www.doordash.com/store/630262/?pickup=false
599,La Maison Du Bulgogi,"Soup, Noodles",$$,21,0.5,4.5,970,Montreal,https://www.doordash.com/store/802823/?pickup=false
600,Provision Cote des Neiges,"Everyday Essentials, Convenience",$$,18,0.2,4.6,136,Montreal,https://www.doordash.com/convenience/store/1374852/?pickup=false
601,DonDonYa,"Japanese, Soup",$$,16,800,4.6,70,Montreal,https://www.doordash.com/store/2441437/?pickup=false
602,Okane Sushi Bar,"Japanese, Sushi",$$,27,0.8,4.7,249,Montreal,https://www.doordash.com/store/714591/?pickup=false
603,Ho Lee Chix,"Fast Food, Chicken",$$,24,1.1,4.2,351,Montreal,https://www.doordash.com/store/911634/?pickup=false
604,Singh's Indian Cuisine (Boul Saint Laurent),"Indian, Chicken",$$,30,1.1,4.3,323,Montreal,https://www.doordash.com/store/1004859/?pickup=false
605,CoCo Fresh Tea & Juice,"Milk Tea, Bubble Tea",$$,16,0.2,4.8,760,Montreal,https://www.doordash.com/store/1351831/?pickup=false
606,Sophie Sucrée,"Vegan, Cupcakes",$$,23,1.2,4.8,342,Montreal,https://www.doordash.com/store/905263/?pickup=false
607,Ichiraku Kawaki,"Japanese, Sushi",$$,26,1.1,4.4,118,Montreal,https://www.doordash.com/store/721561/?pickup=false
608,Dunn's Famous Express,"Poutineries, Pizza",$$,20,0.4,4.3,580,Montreal,https://www.doordash.com/store/939329/?pickup=false
609,3 Brasseurs,"Poutineries, Pizza",$$,18,0.2,4.2,222,Montreal,https://www.doordash.com/store/937187/?pickup=false
610,QingHua Dumpling (Maisonneuve),"Chinese, Dumplings",$$,23,0.3,4.7,426,Montreal,https://www.doordash.com/store/630110/?pickup=false
611,Restaurant Delicieux,"Szechuan, Cantonese",$$,27,2.3,4.4,690,Montreal,https://www.doordash.com/store/629784/?pickup=false
612,Banditos Burritos,"Bowls, Burritos",$$,26,2.1,4.3,377,Montreal,https://www.doordash.com/store/1257244/?pickup=false
613,La Popessa,"Italian, Pizza",$$,20,1.1,4,35,Montreal,https://www.doordash.com/store/747967/?pickup=false
614,Deli Lesters,"Deli, Sandwiches",$$,26,2.1,4.7,235,Montreal,https://www.doordash.com/store/630158/?pickup=false
615,Nouilles Zhonghua,"Chinese, Noodles",$,19,0.4,4.8,237,Montreal,https://www.doordash.com/store/748242/?pickup=false
616,Hang Time Pizza,"American, Pizza",$$,23,0.1136363636,4.4,198,Montreal,https://www.doordash.com/store/2304696/?pickup=false
617,Yifang Taiwan Fruit Tea,"Taiwanese, Fruit Tea",$$,18,0.2,4.6,117,Montreal,https://www.doordash.com/store/2208200/?pickup=false
618,Hazukido,"Dessert, Coffee",$$,18,0.3,4.7,69,Montreal,https://www.doordash.com/store/2815281/?pickup=false
619,Wrap Kings,"Fast Food, Wraps",$$,21,0.8,4.5,210,Montreal,https://www.doordash.com/store/753745/?pickup=false
620,Le Bay Ca Phe,"Vietnamese, Pho",$$,29,2,4.7,479,Montreal,https://www.doordash.com/store/719002/?pickup=false
621,Petit Poisson Dumpling,"Dumplings, Frozen Food",$$,18,0.3,4.7,55,Montreal,https://www.doordash.com/store/1586935/?pickup=false
622,Abe & Mary's,"Cafe, Salads",$$,25,500,4.5,149,Montreal,https://www.doordash.com/store/674336/?pickup=false
623,Lloydie's,"Caribbean, Poutineries",$$,28,1.8,4.6,470,Montreal,https://www.doordash.com/store/1081679/?pickup=false
624,M4 Burrito (Rue St-Denis),"Mexican, Burritos",$$,22,1.4,4.5,56,Montreal,https://www.doordash.com/store/783030/?pickup=false
625,3 Amigos,"Mexican, Alcohol",$$,30,0.3,4.4,1,Montreal,https://www.doordash.com/store/1285716/?pickup=false
626,World Tea House 世界茶饮,"Fruit Tea, Green Tea",$$,20,0.3,4.8,24,Montreal,https://www.doordash.com/store/23084187/?pickup=false
627,Bistro CO UT,"Vietnamese, Noodles",$$,30,1.7,4.6,161,Montreal,https://www.doordash.com/store/714273/?pickup=false
628,Pizza Saint Henri,"Italian, Pizza",$$,29,1.5,4.5,274,Montreal,https://www.doordash.com/store/1710167/?pickup=false
629,Vua,"Sandwiches, Banh Mi",$$,26,1.4,4.3,341,Montreal,https://www.doordash.com/store/819367/?pickup=false
630,Restaurant Pho Maisonneuve,"Vietnamese, Soup",$$,28,1.6,4.5,213,Montreal,https://www.doordash.com/store/762158/?pickup=false
631,Restaurant Santa Lucia,"Italian, Pizza",$$,24,0.3,4.5,312,Montreal,https://www.doordash.com/store/970838/?pickup=false
632,Mclean's Pub,"Pizza, Chicken Wings",$$,16,0.4,4,0,Montreal,https://www.doordash.com/store/714539/?pickup=false
633,Pho Bac 97 (Boul St-Laurent),"Vietnamese, Soup",$$,23,1.1,4.6,250,Montreal,https://www.doordash.com/store/954771/?pickup=false
634,COQCOR,"Korean, Snacks",$$,20,0.3,4.6,174,Montreal,https://www.doordash.com/store/2039191/?pickup=false
635,Bowhead Pub,"Vegan, Burgers",$$,29,1.2,4.6,151,Montreal,https://www.doordash.com/store/749768/?pickup=false
636,Mysore La Express,"Halal, Indian",$$,26,1.3,4.6,160,Montreal,https://www.doordash.com/store/877208/?pickup=false
637,Eko Sushi,"Japanese, Sushi",$$$,26,1.3,4.7,359,Montreal,https://www.doordash.com/store/1665357/?pickup=false
638,Olivia's Authentic Chicken,"Chicken, Fried Chicken",$$,20,600,4.5,33,Montreal,https://www.doordash.com/store/22964530/?pickup=false
639,Takara,"Japanese, Sushi",$$,18,0.3,3.9,17,Montreal,https://www.doordash.com/store/1212473/?pickup=false
640,Coco Rico,"Portuguese, Chicken",$,25,1.2,4.6,317,Montreal,https://www.doordash.com/store/1387304/?pickup=false
641,La Cage,"Brasseries, Alcohol",$$,22,0.5,4.3,183,Montreal,https://www.doordash.com/store/838635/?pickup=false
642,Nos Thes,"Japanese, Milk Tea",$$,30,0.3,4.7,1,Montreal,https://www.doordash.com/store/629797/?pickup=false
643,L'appétissant Sichuan,"Chinese, Hot Pot",$$,20,0.3,5,0,Montreal,https://www.doordash.com/store/2907550/?pickup=false
644,Kinton Ramen Canada,"Ramen, Japanese",$$,18,0.3,4.6,446,Montreal,https://www.doordash.com/store/698682/?pickup=false
645,Arahova Souvlaki Saint Viateur,"Greek, Dessert",$$,27,2,4.2,247,Montreal,https://www.doordash.com/store/629873/?pickup=false
646,YUMI,"Hot Dogs, Fried Chicken Sandwich",$$,16,900,3.6,15,Montreal,https://www.doordash.com/store/23058100/?pickup=false
647,YUMI,"Hot Dogs, Fried Chicken Sandwich",$$,16,0.1704545455,3.6,15,Montreal,https://www.doordash.com/store/23058100/?pickup=false
648,Restaurant Shi Tang,"Chinese, Vegetarian",$$,17,0.2,4.7,20,Montreal,https://www.doordash.com/store/1712284/?pickup=false
649,Montreal Pool Room,"Burgers, Poutineries",$$,27,1.1,4.5,402,Montreal,https://www.doordash.com/store/1304339/?pickup=false
650,Hansang,"Korean, Bibimpap",$$,30,1.7,4.8,428,Montreal,https://www.doordash.com/store/630192/?pickup=false
651,Sushi Inbox,"Japanese, Asian",$$,19,0.6,4.6,32,Montreal,https://www.doordash.com/store/1357428/?pickup=false
652,Bhandari Cuisine Indienne,"Indian, Vegetarian",$$,30,0.3,4.5,510,Montreal,https://www.doordash.com/store/852779/?pickup=false
653,Bombay Mahal Express-,"Indian, Vegetarian",$$,30,1.1,4.6,494,Montreal,https://www.doordash.com/store/1152980/?pickup=false
654,Restaurant Chez Nick,"Breakfast, Sandwiches",$$,26,0.9,4.6,184,Montreal,https://www.doordash.com/store/629732/?pickup=false
655,Mizan gourmet,"Convenience, Grocery",$$,20,0.2,4.1,180,Montreal,https://www.doordash.com/convenience/store/1351829/?pickup=false
656,Yin Ji,"Congee, Dumplings",$$,25,0.4,4.8,208,Montreal,https://www.doordash.com/store/1644900/?pickup=false
657,Chef Lee,"Chinese, Soup",$$,22,0.4,4.6,31,Montreal,https://www.doordash.com/store/1201353/?pickup=false
658,Pizza Pizza,"Italian, Pizza",$$,23,0.4,4.3,720,Montreal,https://www.doordash.com/store/1339268/?pickup=false
659,Restaurant Nippon (E 52nd St),"Japanese, Sushi",$$,22,0.3,4.7,142,Montreal,https://www.doordash.com/store/1123769/?pickup=false
660,Centrale Bergham,"Poutineries, Sandwiches",$$,17,0.2,4.1,258,Montreal,https://www.doordash.com/store/1461222/?pickup=false
661,Chez Bong,"Korean, Noodles",$$,19,0.3,4.6,141,Montreal,https://www.doordash.com/store/1136487/?pickup=false
662,Royal Snacks,"Convenience, Alcohol",$$,22,1.1,4.3,172,Montreal,https://www.doordash.com/convenience/store/1098332/?pickup=false
663,New System Bar BQ,"Italian, Greek",$$,27,1.2,4.4,481,Montreal,https://www.doordash.com/store/984865/?pickup=false
664,Mr. Gao China Restaurant 高老庄,"Chinese, Fried Rice",$$,29,0.2,4.3,26,Montreal,https://www.doordash.com/store/652468/?pickup=false
665,Café casa de pastel,"Cafe, Sweets",$$,30,1.4,4.7,172,Montreal,https://www.doordash.com/store/2125350/?pickup=false
666,Burger Bar,"Burgers, Chicken Wings",$$,23,600,4.6,323,Montreal,https://www.doordash.com/store/714291/?pickup=false
